"","hh_id","e1","c136__1","c136__2","c136__3","e_start","index_random_2","index_random_3","random_percentage_3","e_2","solar_system","solar_full_price","solar_price","e_amount","e_3","e_3b","e_3b_oth","e_4","e_4b","e_4b_oth","e_5","e_5b","e_5b_oth","e_6","e_7","e_7_oth","elc_aggr_tier","locality"
"118",1005513600804,"No","No","No","No","2017-11-17T07:24:20-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Other, specify","I don't need it","Tier 0",0
"119",1005513600806,"No","No","No","No","2017-11-17T07:18:33-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"120",1005513600807,"No","No","No","No","2017-11-17T08:24:51-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"121",1005513600808,"No","No","No","No","2017-11-17T08:26:27-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"122",1005513600809,"No","No","No","No","2017-11-17T06:13:38-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"123",1005513600810,"No","No","No","No","2017-11-17T06:09:10-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"124",1005513600812,"No","No","No","No","2017-11-17T07:19:02-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"125",1005513600813,"No","No","No","No","2017-11-17T09:38:43-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"126",1005513600902,"No","No","No","No","2017-11-17T06:20:57-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"127",1006521740201,"No","No","No","No","2017-11-30T07:02:19-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"128",1006521740503,"No","No","No","No","2017-11-30T08:07:21-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"129",1006521740701,"No","No","No","No","2017-11-30T06:42:30-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"130",1006521740702,"No","No","No","No","2017-11-30T08:09:08-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"131",1006521741201,"No","No","No","No","2017-11-30T08:52:12-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"132",1006521741501,"No","No","No","No","2017-11-30T08:19:46-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"133",1006521741601,"No","No","No","No","2017-11-30T06:28:31-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"134",1006521741603,"No","No","No","No","2017-11-30T06:26:18-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"135",1006521741605,"No","No","No","No","2017-11-30T10:19:24-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"136",1006521741701,"No","No","No","No","2017-11-30T07:59:21-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"137",1006521742203,"No","No","No","No","2017-11-30T09:14:03-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"138",1006521742204,"No","No","No","No","2017-11-30T10:24:39-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"139",1006521742302,"No","No","No","No","2017-11-30T08:19:26-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"140",1006521742304,"No","No","No","No","2017-11-30T06:49:41-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"141",1007507540802,"Yes","No","No","No","2017-11-27T06:44:31-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"142",1007507540901,"No","No","No","No","2017-11-27T05:32:37-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"143",1007507541806,"No","No","No","No","2017-11-27T05:25:58-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"144",1007507541901,"Yes","No","No","No","2017-11-27T06:49:39-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"","Tier 0",1
"145",1007507542203,"Yes","No","No","No","2017-11-27T07:51:15-05:00",0,0,0.33,2,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"146",1007507542401,"No","No","No","No","2017-11-27T06:55:25-05:00",0,2,1,3,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"147",1007507542501,"Yes","No","No","No","2017-11-27T05:55:14-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 2",1
"148",1007507542601,"Yes","No","No","No","2017-11-26T06:42:57-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"149",1007507542801,"Yes","No","No","No","2017-11-27T10:11:19-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"150",1007507543802,"No","No","No","No","2017-11-27T09:19:28-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"151",1007507543803,"Yes","No","No","No","2017-11-26T08:26:30-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"152",1007507544003,"No","No","No","No","2017-11-26T09:56:46-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 0",1
"153",1007507544102,"No","No","No","No","2017-11-27T08:18:33-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"154",1007507544105,"Yes","No","No","No","2017-11-27T09:03:49-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"155",1007509840101,"No","No","No","No","2017-11-21T06:27:00-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"156",1007509840501,"Yes","No","No","No","2017-11-21T09:58:18-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 3",1
"157",1007509840503,"No","No","No","No","2017-11-21T06:42:00-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"158",1007509841002,"Yes","No","No","No","2017-11-21T06:39:00-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"159",1007509841501,"No","No","No","No","2017-11-21T07:45:25-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Other, specify","do not need it","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","Tier 0",1
"160",1007509841802,"Yes","No","No","No","2017-11-21T09:03:08-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"161",1007509842201,"No","No","No","No","2017-11-21T06:46:15-05:00",0,0,0.33,3,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"162",1007509842301,"No","No","No","No","2017-11-21T08:59:16-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"163",1007509842501,"No","No","No","No","2017-11-21T08:01:28-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"164",1007509842801,"No","No","No","No","2017-11-21T09:16:52-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"165",1007509842804,"No","No","No","No","2017-11-21T07:59:15-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","Tier 0",1
"166",1007509842805,"No","No","No","No","2017-11-21T07:57:19-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"167",1007509842903,"No","No","No","No","2017-11-21T08:50:43-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"168",1007509843001,"No","No","No","No","2017-11-21T10:00:39-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"169",1008503640101,"No","No","No","No","2017-12-04T06:07:11",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"170",1008503640301,"No","No","No","No","2017-12-04T07:25:52",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"171",1008503640701,"No","No","No","No","2017-12-04T09:29:36",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"172",1008503640801,"No","No","No","No","2017-11-21T07:26:49-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"173",1008503641601,"No","No","No","No","2017-11-21T06:53:54-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"174",1008503641801,"No","No","No","No","2017-11-21T08:01:45-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"175",1008503641901,"No","No","No","No","2017-11-21T06:32:53-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"176",1008503642001,"No","No","No","No","2017-11-21T07:46:10-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"177",1008503642101,"No","No","No","No","2017-11-21T08:51:44-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"178",1008503642601,"No","No","No","No","2017-11-21T08:11:54-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"179",1008503642701,"No","No","No","No","2017-11-21T06:59:22-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"180",1008503643101,"No","No","No","No","2017-11-21T08:34:30-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"181",1008503643201,"No","No","No","No","2017-11-21T09:18:20-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"182",1008503643401,"No","No","No","No","2017-11-21T06:40:08-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"183",1009502920101,"No","No","No","No","2017-11-27T03:43:10-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"184",1009502920901,"No","No","No","No","2017-11-27T04:05:50-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"185",1009502921101,"No","No","No","No","2017-11-27T04:47:49-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",1
"186",1009502922402,"No","No","No","No","2017-11-27T06:42:46-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"187",1009502922501,"No","No","No","No","2017-11-27T09:15:44-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"188",1009502923501,"Yes","No","No","No","2017-11-27T04:38:48-05:00",0,0,0.33,2,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"189",1009502923701,"Yes","No","No","No","2017-11-27T05:16:45-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 2",1
"190",1009502923901,"No","No","No","No","2017-11-27T07:01:33-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"191",1009502924101,"No","No","No","No","2017-11-27T08:25:08-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"192",1009502924301,"No","No","No","No","2017-11-27T05:06:47-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",1
"193",1009502924501,"No","No","No","No","2017-11-27T04:39:38-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"194",1009502924801,"No","No","No","No","2017-11-27T02:46:53-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"195",1009502925101,"No","No","No","No","2017-11-27T09:19:02-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"196",1009502926001,"No","No","No","No","2017-11-27T05:10:52-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",1
"197",1010504300201,"No","No","No","No","2017-11-28T05:20:38-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"198",1010504300702,"No","No","No","No","2017-11-28T08:48:12-05:00",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"199",1010504300703,"No","No","No","No","2017-11-28T05:54:14-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"200",1010504301002,"No","No","No","No","2017-11-28T04:53:39-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
